0922,,E39A,B7,FE,0B,,,,,STA,H.BCOLOR,PALETTE REGISTER ZERO IS THE DEFAULT BACKGROUND COLOR
0923,,E39D,86,01,,,,,,LDA,#$01,DEFAULT PALETTE REGISTER FOR THE FOREGROUND COLOR
0924,,E39F,B7,FE,0A,,,,,STA,H.FCOLOR,USE PALETTE REGISTER1 AS THE FOREGROUND COLOR
0925,,E3A2,86,34,,,,,,LDA,#BLOCK6.4,GET THE HPUT/HGET BUFFER BLOCK
0926,,E3A4,B7,FF,A0,,,,,STA,MMUREG,PIT IT INTO LOGICAL BLOCK 0
0927,,E3A7,CC,FF,FF,,,,,LDD,#$FFFF,HPUT/HGET BUFFER EMPTY FLAG
0928,,E3AA,DD,00,,,,,,STD,$0,RESET THE HPUT/HGET BUFFER TO EMPTY
0929,,E3AC,86,38,,,,,,LDA,#BLOCK7.0,
0930,,E3AE,B7,FF,A0,,,,,STA,MMUREG,RESTORE BLOCK 7.0 TO LOGICAL BLOCK 0 OF TASK REGISTER 0
0931,,E3B1,7E,AD,19,,,,,JMP,LAD19,GO DO A COMPLETE 'NEW'
0932,,,,,,,,,,,,
0933,,,,,,,,,* ON COMMAND (FOR ON ERR AND ON BRK) PATCH ENTERED FROM $AF42,,,
0934,,E3B4,81,EF,,,,,ALINK18,CMPA,#$EF,'ERR' TOKEN
0935,,E3B6,27,1C,,,,,,BEQ,ERR,
0936,,E3B8,81,F0,,,,,,CMPA,#$F0,'BRK' TOKEN
0937,,E3BA,27,2A,,,,,,BEQ,BRK,
0938,,E3BC,BD,B7,0B,,,,,JSR,EVALEXPB,"EVALUATE EXPRESSION, RETURN VALUE IN ACCB"
0939,,E3BF,7E,AF,45,,,,,JMP,LAF45,JUMP TO THE ON COMMAND($AF45)
0940,,E3C2,9D,9F,,,,,LE3C2,JSR,GETNCH,GET THE NEXT CHARACTER FROM BASIC'S INPUT LINE
0941,,E3C4,81,81,,,,,,CMPA,#$81,'GO' TOKEN
0942,,E3C6,26,07,,,,,,BNE,LE3CF,SYNTAX ERROR IF NOT GO
0943,,E3C8,9D,9F,,,,,,JSR,GETNCH,GET THE NEXT CHARACTER FROM BASIC'S INPUT LINE
0944,,E3CA,81,A5,,,,,,CMPA,#$A5,'TO' TOKEN
0945,,E3CC,26,01,,,,,,BNE,LE3CF,SYNTAX ERROR IF NOT GOTO
0946,,E3CE,39,,,,,,,RTS,,
0947,,E3CF,32,62,,,,,LE3CF,LEAS,"$02,S",REMOVE ONE RETURN ADDRESS FROM THE STACK
0948,,E3D1,7E,B2,77,,,,,JMP,LB277,'SYNTAX' ERROR
0949,,,,,,,,,,,,
0950,,,,,,,,,* ERR,,,
0951,,E3D4,8D,EC,,,,,ERR,BSR,LE3C2,CHECK FOR THE 'GO' AND 'TO' TOKENS
0952,,E3D6,9D,9F,,,,,,JSR,GETNCH,GET THE NEXT CHARACTER FROM BASIC'S INPUT LINE
0953,,E3D8,BD,AF,67,,,,,JSR,LAF67,STRIP THE 'GOTO' LINE NUMBER FROM THE BASIC INPUT LINE
0954,,E3DB,DC,2B,,,,,,LDD,BINVAL,GET THE 'GOTO' LINE NUMBER 
0955,,E3DD,FD,FE,0E,,,,,STD,H.ONERR,SAVE IT
0956,,E3E0,DC,68,,,,,,LDD,CURLIN,GET THE CURRENT LINE NUMBER
0957,,E3E2,FD,FE,11,,,,,STD,H.ONERRS,AND SAVE IT AS THE SOURCE LINE NUMBER
0958,,E3E5,39,,,,,,,RTS,,
0959,,,,,,,,,,,,
0960,,,,,,,,,* BRK,,,
0961,,E3E6,8D,DA,,,,,BRK,BSR,LE3C2,CHECK FOR THE 'GO' AND THE 'TO' TOKENS
0962,,E3E8,9D,9F,,,,,,JSR,GETNCH,GET THE NEXT CHARACTER FROM BASIC'S INPUT LINE
0963,,E3EA,BD,AF,67,,,,,JSR,LAF67,STRIP THE 'GOTO' LINE NUMBER FROM THE BASIC INPUT LINE
0964,,E3ED,DC,2B,,,,,,LDD,BINVAL,GET THE 'GOTO' LINE NUMBER 
0965,,E3EF,FD,FE,0C,,,,,STD,H.ONBRK,SAVE IT
0966,,E3F2,DC,68,,,,,,LDD,CURLIN,GET THE CURRENT LINE NUMBER
0967,,E3F4,FD,FE,15,,,,,STD,H.ONBRKS,AND SAVE IT AS THE SOURCE LINE NUMBER
0968,,E3F7,39,,,,,,,RTS,,
0969,,,,,,,,,,,,
0970,,,,,,,,,* &H TYPE VARIABLE EVALUATION PATCH ENTERED FROM $8834,,,
0971,,E3F8,68,02,,,,,ALINK6A,LSL,"$02,X",*
0972,,E3FA,69,01,,,,,,ROL,"$01,X",* MULTIPLY THE TEMPORARY
0973,,E3FC,69,84,,,,,,ROL,",X",* ACCUMULATOR BY TWO
0974,,E3FE,10,25,D6,90,,,,LBCS,LBA92,'OV' OVERFLOW ERROR ($BA92)
0975,,E402,5A,,,,,,,DECB,,DECREMENT THE SHIFT COUNTER
0976,,E403,26,F3,,,,,,BNE,ALINK6A,LOOP UNTIL DONE
0977,,E405,80,30,,,,,,SUBA,#'0',MASK OFF ASCII
0978,,E407,AB,02,,,,,,ADDA,"$02,X",* ADD DIGIT TO TEMPORARY
0979,,E409,A7,02,,,,,,STA,"$02,X",* ACCUMULATOR AND SAVE IT
0980,,E40B,39,,,,,,,RTS,,
0981,,,,,,,,,,,,
0982,,,,,,,,,* &H TYPE VARIABLE EVALUATION PATCH ENTERED FROM $8843,,,
0983,,E40C,10,25,A3,F0,,,ALINK6B,LBCS,L8800,($8800)
0984,,E410,7E,88,3F,,,,,JMP,L883F,($883F)
0985,,,,,,,,,,,,
0986,,,,,,,,,* BASIC'S LINE INPUT PATCH ENTERED FROM $A3C2,,,
0987,,E413,81,03,,,,,ALINK16,CMPA,#$03,BREAK KEY DEPRESSED?
0988,,E415,1A,01,,,,,,ORCC,#$01,SET THE CARRY FLAG
0989,,E417,26,0D,,,,,,BNE,LE426,BRANCH IF NOT THE BREAK KEY
0990,,E419,34,03,,,,,,PSHS,"A,CC",SAVE REGISTERS
0991,,E41B,96,E6,,,,,,LDA,HRMODE,CHECK THE HI-RES GRAPHICS MODE
0992,,E41D,27,05,,,,,,BEQ,LE424,BRANCH IF IN COCO COMPATIBLE MODE
0993,,E41F,0F,E6,,,,,,CLR,HRMODE,FORCE TO COCO COMPATIBLE MODE
0994,,E421,BD,E0,19,,,,,JSR,SETTEXT,PROGRAM THE VIDEO MODE REGISTERS
0995,,E424,35,03,,,,,LE424,PULS,"CC,A",RESTORE REGISTERS
0996,,E426,7E,A3,C6,,,,LE426,JMP,LA3C6,RE-ENTER THE MAIN STREAM OF CODE ($A3C6)
0997,,,,,,,,,,,,
0998,,,,,,,,,* BREAK CHECK PATCH ENTERED FROM $ADF0,,,
0999,,E429,81,03,,,,,ALINK15,CMPA,#$03,BREAK KEY DEPRESSED?
1000,,E42B,27,03,,,,,,BEQ,LE430,YES
1001,,E42D,7E,AD,F4,,,,,JMP,LADF4,RE-ENTER THE MAIN STREAM OF CODE ($ADF4)
1002,,E430,86,01,,,,,LE430,LDA,#$01,'BREAK' FLAG
1003,,E432,B7,FE,17,,,,,STA,H.ERRBRK,SAVE IN THE ERROR/BREAK FLAG
1004,,E435,96,68,,,,,,LDA,CURLIN,DIRECT MODE?
1005,,E437,4C,,,,,,,INCA,,$FF SIGNIFIES DIRECT MODE
1006,,E438,27,05,,,,,,BEQ,LE43F,BRANCH IF DIRECT MODE
1007,,E43A,FC,FE,0C,,,,,LDD,H.ONBRK,HAS AN ON BRK TRAP BEEN SET UP?
1008,,E43D,26,0A,,,,,,BNE,LE449,YES
1009,,E43F,96,E6,,,,,LE43F,LDA,HRMODE,CHECK THE HI-RES GRAPHICS MODE
1010,,E441,27,03,,,,,,BEQ,LE446,BRANCH IF COCO COMPATIBLE
1011,,E443,BD,E0,19,,,,,JSR,SETTEXT,PROGRAM THE VIDEO DISPLAY REGISTERS
1012,,E446,7E,AE,09,,,,LE446,JMP,LAE09,JUMP TO THE STOP COMMAND ($AE09)
1013,,E449,DD,2B,,,,,LE449,STD,BINVAL,SAVE THE SEARCH LINE NUMBER
1014,,E44B,7D,FE,17,,,,,TST,H.ERRBRK,CHECK THE ERROR/BREAK FLAG
1015,,E44E,26,08,,,,,,BNE,LE458,BRANCH IF BREAK
1016,,E450,10,DE,21,,,,,LDS,FRETOP,"IF ERROR, RESET THE STACK POINTER"
1017,,E453,CC,AD,C4,,,,,LDD,#LADC4,* GET THE ADDRESS ($ADC4) OF THE MAIN COMMAND INTERPRETATION
1018,,E456,34,06,,,,,,PSHS,"B,A",* LOOP AND SAVE IT AS THE NEW RETURN ADDRESS
1019,,E458,BD,AE,EB,,,,LE458,JSR,LAEEB,MOVE THE INPUT POINTER TO THE END OF THE LINE
1020,,E45B,30,01,,,,,,LEAX,"$01,X",SKIP TO THE START OF THE NEXT LINE
1021,,E45D,DC,2B,,,,,,LDD,BINVAL,GET THE LINE NUMBER WE'RE LOOKING FOR
1022,,E45F,10,93,68,,,,,CMPD,CURLIN,COMPARE TO THE CURRENT LINE NUMBER
1023,,E462,22,02,,,,,,BHI,LE466,BRANCH IF SEARCH LINE NUMBER GREATER THAN CURRENT LINE NUMBER
1024,,E464,9E,19,,,,,,LDX,TXTTAB,POINT X TO THE BEGINNING OF THE PROGRAM
1025,,E466,BD,AD,05,,,,LE466,JSR,LAD05,SEARCH FOR THE PROGRAM LINE NUMBER IN ACCD
1026,,E469,10,25,00,B1,,,,LBCS,LE51E,BRANCH IF LINE NUMBER NOT FOUND
1027,,E46D,7E,AE,BB,,,,,JMP,LAEBB,RESET BASIC'S INPUT POINTER AND RETURN ($AEBB)
1028,,,,,,,,,,,,
1029,,,,,,,,,* ERROR SERVICING ROUTINE PATCH ENTERED FROM $AC46,,,
1030,,E470,7F,FE,17,,,,ALINK20,CLR,H.ERRBRK,SET THE ERROR/BREAK FLAG TO ERROR (0)
1031,,E473,96,68,,,,,,LDA,CURLIN,GET THE CURRENT LINE NUMBER
1032,,E475,4C,,,,,,,INCA,,CHECK FOR DIRECT MODE
1033,,E476,27,05,,,,,,BEQ,LE47D,BRANCH IF DIRECT MODE
1034,,E478,BE,FE,0E,,,,,LDX,H.ONERR,HAS AN ON ERROR TRAP BEEN SET UP?
1035,,E47B,26,36,,,,,,BNE,LE4B3,BRANCH IF ONE HAS
1036,,E47D,34,02,,,,,LE47D,PSHS,A,SAVE ACCA
1037,,E47F,96,E6,,,,,,LDA,HRMODE,TEST THE HI-RES GRAPHICS MODE
1038,,E481,35,02,,,,,,PULS,A,RESTORE ACCA
1039,,E483,27,03,,,,,,BEQ,LE488,BRANCH IF HI-RES GRAPHICS NOT SET UP
1040,,E485,BD,E0,19,,,,,JSR,SETTEXT,PROGRAM THE VIDEO CONTROL REGISTERS FOR THE CURRENT MODE
1041,,E488,C1,4C,,,,,LE488,CMPB,#38*2,HI-RES GRAPHICS ERROR
1042,,E48A,26,13,,,,,,BNE,LE49F,BRANCH IF NOT
1043,,E48C,BD,B9,5C,,,,,JSR,LB95C,SET UP PRINT PARAMETERS
1044,,E48F,BD,B9,AF,,,,,JSR,LB9AF,SEND A '?' TO CONSOLE OUT
1045,,E492,30,8D,00,36,,,,LEAX,"BAS20ERR,PC",POINT TO ENHANCED BASIC'S ADDITIONAL ERROR CODES
1046,,E496,BD,AC,A0,,,,LE496,JSR,LACA0,GET A CHARACTER FROM X AND SEND IT TO CONSOLE OUT
1047,,E499,BD,AC,A0,,,,,JSR,LACA0,DO IT AGAIN
1048,,E49C,7E,AC,65,,,,,JMP,LAC65,RE-ENTER THE MAIN STREAM OF CODE ($AC65)
1049,,E49F,C1,4E,,,,,LE49F,CMPB,#39*2,HI-RES TEXT MODE ERROR
1050,,E4A1,26,0D,,,,,,BNE,LE4B0,BRANCH IF NOT
1051,,E4A3,BD,B9,5C,,,,,JSR,LB95C,SET UP THE PRINT PARAMETERS
1052,,E4A6,BD,B9,AF,,,,,JSR,LB9AF,SEND A '?' TO CONSOLE OUT
1053,,E4A9,30,8D,00,21,,,,LEAX,"LE4CE,PC",POINT TO ENHANCED BASIC'S ADDITIONAL ERROR CODES
1054,,E4AD,7E,E4,96,,,,,JMP,LE496,GO PRINT THE ERROR CODE POINTED TO BY X
1055,,E4B0,7E,AC,49,,,,LE4B0,JMP,LAC49,JUMP TO THE ERROR SERVICING ROUTINE ($AC49)
1056,,E4B3,F7,FE,10,,,,LE4B3,STB,H.ERROR,SAVE THE ERROR NUMBER
1057,,E4B6,34,04,,,,,,PSHS,B,ALSO PUT IT ON THE STACK TEMPORARILY
1058,,E4B8,DC,68,,,,,,LDD,CURLIN,GET THE CURRENT LINE NUMBER
1059,,E4BA,FD,FE,13,,,,,STD,H.ERLINE,SAVE THE LINE NUMBER WHERE THE ERROR OCCURRED
1060,,E4BD,35,04,,,,,,PULS,B,GET BACK THE ERROR NUMBER
1061,,E4BF,C1,06,,,,,,CMPB,#3*2,WAS IT AN OUT OF DATA ERROR?
1062,,E4C1,26,04,,,,,,BNE,LE4C7,BRANCH IF NOT
1063,,E4C3,DC,2B,,,,,,LDD,BINVAL,THE INPUT POINTER IS SAVED IN BINVAL BY THE READ COMMAND
1064,,E4C5,DD,A6,,,,,,STD,CHARAD,SAVE NEW ADDRESS FOR BASIC'S INPUT POINTER
1065,,E4C7,1F,10,,,,,LE4C7,TFR,"X,D",SAVE THE ON ERROR DESTINATION LINE NUMBER IN ACCD
1066,,E4C9,16,FF,7D,,,,,LBRA,LE449,GO TRANSFER CONTROL TO THAT LINE NUMBER
1067,,,,,,,,,,,,
1068,,,,,,,,,* ENHANCED BASIC'S ERROR CODES,,,
1069,,E4CC,48,52,,,,,BAS20ERR,FCC,'HR',38  HIRES GRAHICS ERROR
1070,,E4CE,48,50,,,,,LE4CE,FCC,'HP',39  HIRES TEXT ERROR
1071,,,,,,,,,,,,
1072,,,,,,,,,* LINE INTO 'NEW' FROM $AD3F,,,
1073,,E4D0,34,06,,,,,ALINK19,PSHS,"B,A",SAVE THE CONTENTS OF ACCD
1074,,E4D2,4F,,,,,,,CLRA,,
1075,,E4D3,5F,,,,,,,CLRB,,
1076,,E4D4,DD,2D,,,,,,STD,OLDPTR,RESET 'CONT' ADDRESS SO THAT YOU CAN'T CONTINUE
1077,,E4D6,FD,FE,0C,,,,,STD,H.ONBRK,RESET THE ON BRK ADDRESS TO ZERO: NON-INITIALIZED
1078,,E4D9,FD,FE,0E,,,,,STD,H.ONERR,RESET THE ON ERROR ADDRESS TO ZERO: NON-INITIALIZED
1079,,E4DC,FD,FE,13,,,,,STD,H.ERLINE,RESET THE ERLIN LINE NUMBER TO ZERO: NO ERROR
1080,,E4DF,86,FF,,,,,,LDA,#$FF,INDICATES NO ERROR
1081,,E4E1,B7,FE,10,,,,,STA,H.ERROR,RESET ERROR NUMBER TO NO ERROR
1082,,E4E4,35,06,,,,,,PULS,"A,B",RESTORE ACCD
1083,,E4E6,7E,AD,43,,,,,JMP,LAD43,JUMP TO THE END OF THE NEW COMMAND ($AD43)
1084,,,,,,,,,,,,
1085,,,,,,,,,* ERNO,,,
1086,,E4E9,4F,,,,,,ERNO,CLRA,,CLEAR THE MS BYTE OF ACCD
1087,,E4EA,F6,FE,10,,,,,LDB,H.ERROR,GET THE ERROR NUMBER
1088,,E4ED,C1,FF,,,,,,CMPB,#$FF,IS IT A REAL ERROR
1089,,E4EF,26,03,,,,,,BNE,LE4F4,BRANCH IF YES
1090,,E4F1,1D,,,,,,,SEX,,NOW ACCD = $FFFF IF NOT A REAL ERROR
1091,,E4F2,20,06,,,,,,BRA,LE4FA,CONVERT ACCD TO FLOATING POINT
1092,,E4F4,C1,F1,,,,,LE4F4,CMPB,#$F1,CHECK FOR ERROR NUMBER $F1
1093,,E4F6,26,01,,,,,,BNE,LE4F9,BRANCH IF NOT ERROR $F1
1094,,E4F8,53,,,,,,,COMB,,CONVERT TO 7*2 (UNDEFINED LINE NUMBER)
1095,,E4F9,57,,,,,,LE4F9,ASRB,,DIVIDE ERROR NUMBER BY 2
1096,,E4FA,7E,B4,F4,,,,LE4FA,JMP,GIVABF,CONVERT ACCD INTO A FLOATING POINT NUMBER
1097,,,,,,,,,,,,
1098,,,,,,,,,* ERLIN,,,
1099,,E4FD,FC,FE,13,,,,ERLIN,LDD,H.ERLINE,GET THE LINE NUMBER WHERE THE ERROR OCCURRED
1100,,E500,20,F8,,,,,,BRA,LE4FA,CONVERT IT INTO A FLOATING POINT NUMBER
1101,,,,,,,,,,,,
1102,,,,,,,,,* BASIC'S MAIN LOOP IN THE DIRECT MODE PATCH ENTERED FROM $AC73,,,
1103,,E502,BD,E0,19,,,,ALINK21,JSR,SETTEXT,SET UP HI-RES TEXT MODE IF ENABLED
1104,,E505,BD,B9,5C,,,,,JSR,LB95C,SET UP VARIOUS PRINT PARAMETERS
1105,,E508,1A,50,,,,,,ORCC,#$50,"DISABLE IRQ, FIRQ"
1106,,E50A,86,34,,,,,,LDA,#BLOCK6.4,GET/PUT BUFFER BLOCK
1107,,E50C,B7,FF,A0,,,,,STA,MMUREG,PUT IT INTO LOGICAL BLOCK 0
1108,,E50F,CC,FF,FF,,,,,LDD,#$FFFF,NO HGET/HPUT BUFFERS USED FLAG
1109,,E512,DD,00,,,,,,STD,0,SET THE HGET/HPUT BUFFER SPACE TO SHOW NO BUFFERS IN USE
1110,,E514,86,38,,,,,,LDA,#BLOCK7.4,GET NORMAL LOGICAL BLOCK 0
1111,,E516,B7,FF,A0,,,,,STA,MMUREG,PUT BACK INTO THE LOGICAL ADDRESS SPACE
1112,,E519,1C,AF,,,,,,ANDCC,#$AF,"ENABLE IRQ, FIRQ"
1113,,E51B,7E,AC,76,,,,,JMP,LAC76,RE-ENTER THE MAIN STREAM CODE ($AC76)
1114,,,,,,,,,,,,
1115,,E51E,7D,FE,17,,,,LE51E,TST,H.ERRBRK,CHECK THE ERROR/BREAK FLAG
1116,,E521,27,05,,,,,,BEQ,LE528,BRANCH IF ERROR BROUGHT US HERE
1117,,E523,FC,FE,15,,,,,LDD,H.ONBRKS,GET THE ON BRK SOURCE LINE NUMBER IF BREAK VECTORED US HERE
1118,,E526,20,03,,,,,,BRA,LE52B,
1119,,E528,FC,FE,11,,,,LE528,LDD,H.ONERRS,GET THE ON ERROR SOURCE LINE NUMBER
1120,,E52B,DD,68,,,,,LE52B,STD,CURLIN,SAVE THE SOURCE LINE NUMBER AS THE CURRENT LINE NUMBER
1121,,E52D,C6,0E,,,,,,LDB,#7*2,UNDEFINED LINE NUMBER ERROR
1122,,E52F,7E,AC,49,,,,,JMP,LAC49,JUMP TO THE ERROR SERVICING ROUTINE ($AC49)
1123,,,,,,,,,,,,
1124,,,,,,,,,* INPUT PATCH ENTERED FROM $B03D,,,
1125,,E532,FC,FE,0C,,,,ALINK17,LDD,H.ONBRK,GET THE ON BRK SOURCE LINE NUMBER
1126,,E535,10,27,C8,D8,,,,LBEQ,LAE11,BRANCH IF ON BRK NOT INITIALIZED ($AE11)
1127,,E539,34,06,,,,,,PSHS,"B,A",SAVE THE ON BRK SOURCE ADDRESS
1128,,E53B,86,01,,,,,,LDA,#$01,BREAK FLAG
1129,,E53D,B7,FE,17,,,,,STA,H.ERRBRK,SET THE ERROR/BREAK FLAG TO BREAK
1130,,E540,35,06,,,,,,PULS,"A,B","RESTORE SOURCE ADDRESS - INEFFICIENT, LDD H.ONBRK IS BETTER"
1131,,E542,16,FF,04,,,,,LBRA,LE449,
1132,,,,,,,,,,,,
1133,,,,,,,,,* LPOKE,,,
1134,,E545,BD,B1,41,,,,LPOKE,JSR,LB141,EVALUATE A NUMERIC EXPRESSION
1135,,E548,10,21,1A,B4,,,,LBRN,RAMLINK,ROM HOOK
1136,,E54C,8D,40,,,,,,BSR,LE58E,CONVERT FPA0 INTO AN EXTENDED ADDRESS
1137,,E54E,C1,3F,,,,,,CMPB,#BLOCK7.7,HIGHEST POSSIBLE BLOCK NUMBER
1138,,E550,10,22,CE,F6,,,,LBHI,ILLFUNC,ILLEGAL FUNCTION CALL ERROR IF BLOCK NUMBER TOO BIG
1139,,E554,34,14,,,,,,PSHS,"X,B",SAVE REGISTERS
1140,,E556,BD,B2,6D,,,,,JSR,SYNCOMMA,DO A SYNTAX CHECK FOR A COMMA
1141,,E559,BD,B7,0B,,,,,JSR,EVALEXPB,"EVALUATE EXPRESSION, RETURN VALUE IN ACCB"
1142,,E55C,1F,98,,,,,,TFR,"B,A",SAVE THE BLOCK NUMBER IN ACCA
1143,,E55E,35,14,,,,,,PULS,"B,X",RESTORE REGISTERS
1144,,E560,C1,3F,,,,,,CMPB,#BLOCK7.7,COMPARE TO HIGHEST POSSIBLE BLOCK NUMBER
1145,,E562,10,22,CE,E4,,,,LBHI,ILLFUNC,ILLEGAL FUNCTION CALL ERROR
1146,,E566,1A,50,,,,,,ORCC,#$50,DISABLE INTERRUPTS
1147,,E568,17,FB,36,,,,,LBSR,SELBLOK0,PUT THE INTERPRETED BLOCK INTO LOGICAL BLOCK 0
1148,,E56B,A7,84,,,,,,STA,",X",STORE THE VALUE BEING POKEd
1149,,E56D,17,FB,27,,,,,LBSR,SETMMU,RESTORE THE MMU REGISTERS TO WHAT BASIC EXPECTS
1150,,E570,1C,AF,,,,,,ANDCC,#$AF,ENABLE THE IRQ AND FIRQ INTERRUPTS
1151,,E572,39,,,,,,,RTS,,
1152,,,,,,,,,,,,
1153,,,,,,,,,* LPEEK,,,
1154,,E573,8D,19,,,,,LPEEK,BSR,LE58E,CONVERT FPA0 INTO AN EXTENDED ADDRESS
1155,,E575,10,21,1A,87,,,,LBRN,RAMLINK,RAM HOOK
1156,,E579,C1,3F,,,,,,CMPB,#BLOCK7.7,COMPARE TO HIGHEST LEGAL BLOCK NUMBER
1157,,E57B,10,22,CE,CB,,,,LBHI,ILLFUNC,ILLEGAL FUNCTINO CALL ERROR IF BLOCK NUMBER TOO BIG
1158,,E57F,1A,50,,,,,,ORCC,#$50,DISABLE INTERRUPTS
1159,,E581,17,FB,1D,,,,,LBSR,SELBLOK0,GET THE INTERPRETED BLOCK NUMBER INTO CPU BLOCK 0
1160,,E584,E6,84,,,,,,LDB,",X",GET THE VALUE BEING LPEEKed
1161,,E586,17,FB,0E,,,,,LBSR,SETMMU,RESTORE THE MMU REGISTERS TO WHAT BASIC EXPECTS
1162,,E589,1C,AF,,,,,,ANDCC,#$AF,ENABLE THE IRQ AND FIRQ INTERRUPTS
1163,,E58B,7E,B4,F3,,,,,JMP,LB4F3,CONVERT THE VALUE IN ACCB INTO A FLOATING POINT NUMBER
1164,,,,,,,,,,,,
1165,,,,,,,,,* CONVERT FPA0 INTO A 'LONG' ADDRESS,,,
1166,,,,,,,,,* THE 'LONG' ADDRESS WIL BE RETURNED IN TWO PIECES: THE LOW ORDER 13 BITS,,,
1167,,,,,,,,,"* WILL BE IN THE X REGISTER, AND THE HIGH ORDER 6 BITS, WHICH ARE THE",,,
1168,,,,,,,,,"* BLOCK NUMBER, WILL BE IN ACCB",,,
1169,,E58E,34,02,,,,,LE58E,PSHS,A,
1170,,E590,96,4F,,,,,,LDA,FP0EXP,GET THE EXPONENT OF FPA0
1171,,E592,81,93,,,,,,CMPA,#$93,EXPONENT OF 512K-1
1172,,E594,23,04,,,,,,BLS,LE59A,BRANCH IF <= 512K-1
1173,,E596,C6,40,,,,,,LDB,#BLOCK7.7+1,MAKE IT ONE BLOCK BIGGER THAN THE BIGGEST ALLOWABLE
1174,,E598,20,15,,,,,,BRA,LE5AF,EXIT ROUTINE
1175,,E59A,BD,BC,C8,,,,LE59A,JSR,LBCC8,DE-NORMALIZE FPA0
1176,,E59D,DC,52,,,,,,LDD,FPA0+2,GET THE TWO LEAST SIGNIFICANT BITS OF FPA0
1177,,E59F,84,1F,,,,,,ANDA,#$1F,MASK OFF THE 3 HIGH ORDER BITS
1178,,E5A1,1F,01,,,,,,TFR,"D,X",SAVE THE 13 LOW ORDER BITS IN X REGISTER
1179,,E5A3,DC,51,,,,,,LDD,FPA0+1,GET THE SECOND AND THIRD BYTES IF FPA0
1180,,E5A5,47,,,,,,,ASRA,,
1181,,E5A6,56,,,,,,,RORB,,
1182,,E5A7,47,,,,,,,ASRA,,
1183,,E5A8,56,,,,,,,RORB,,
1184,,E5A9,47,,,,,,,ASRA,,
1185,,E5AA,56,,,,,,,RORB,,
1186,,E5AB,47,,,,,,,ASRA,,NOT NECESSARY WITH MAXIMUM OF 512K RAM
1187,,E5AC,56,,,,,,,RORB,,
1188,,E5AD,47,,,,,,,ASRA,,NOT NECESSARY WITH MAXIMUM OF 512K RAM
1189,,E5AE,56,,,,,,,RORB,,SHIFT ACCD RIGHT 5 TIMES - THE BLOCK NUMBER IS IN ACCB
1190,,E5AF,35,82,,,,,LE5AF,PULS,"A,PC",
1191,,,,,,,,,,,,
1192,,,,,,,,,* BUTTON,,,
1193,,E5B1,BD,B3,ED,,,,BUTTON,JSR,INTCNV,CONVERT FPA0 INTO AN INTEGER IN ACCB
1194,,E5B4,10,21,1A,48,,,,LBRN,RAMLINK,RAM HOOK
1195,,E5B8,C1,03,,,,,,CMPB,#$03,ONLY BUTTON NUMBERS 0-3 ALLOWD
1196,,E5BA,10,22,CE,8C,,,,LBHI,ILLFUNC,ILLEGAL FUNCTION ERROR
1197,,E5BE,1F,98,,,,,,TFR,"B,A",SAVE BUTTON NUMBER IN ACCA
1198,,E5C0,5F,,,,,,,CLRB,,
1199,,E5C1,53,,,,,,,COMB,,NOW ACCB = $FF
1200,,E5C2,8E,FF,00,,,,,LDX,#PIA0,POINT TO THE KEYBOARD STROBE PIO
