2692,,D3B9,E6,66,,,,,,LDB,"$06,S",=GET THE NUMBER OF SECTORS TO MOVE AND
2693,,D3BB,27,29,,,,,,BEQ,LD3E6,=BRANCH IF NONE LEFT
2694,,D3BD,D6,D8,,,,,,LDB,VD8,"*GRAB THE 'GET'/'PUT' FLAG, 'AND' IT WITH THE"
2695,,D3BF,E4,67,,,,,,ANDB,"$07,S",*GRAN TEST FLAG - BRANCH IF 'GET'ING DATA OR THIS IS
2696,,D3C1,27,09,,,,,,BEQ,LD3CC,*NOT THE FIRST TIME THROUGH THE LOOP
2697,,D3C3,EC,62,,,,,,LDD,"$02,S",=GET THE NUMBER OF SECTORS REMAINING TO BE COPIED AND
2698,,D3C5,EB,66,,,,,,ADDB,"$06,S",=ADD THE NUMBER TO BE COPIED THIS TIME THROUGH LOOP
2699,,D3C7,89,00,,,,,,ADCA,#$00,=
2700,,D3C9,BD,C2,CC,,,,,JSR,LC2CC,*'PUT' THE LAST RECORD IN THE FILE TO THE SYSTEM FCB.
2701,,D3CC,9E,F1,,,,,LD3CC,LDX,FCBTMP,*THE RECORD NUMBER IS IN ACCD.
2702,,,,,,,,,*,,,POINT X TO THE SYSTEM FCB
2703,,D3CE,EE,64,,,,,,LDU,"$04,S",* GET THE CURRENT RECORD NUMBER
2704,,D3D0,EF,07,,,,,,STU,"FCBREC,X",* AND SAVE IT IN THE FCB
2705,,D3D2,E6,66,,,,,,LDB,"$06,S",GET THE NUMBER OF THE RECORD (SECTOR) TO MOVE
2706,,D3D4,DE,1F,,,,,,LDU,ARYEND,END OF ARRAYS IS THE START OF THE COPY FREE RAM BUFFER
2707,,D3D6,34,44,,,,,LD3D6,PSHS,"U,B",SAVE SECTOR COUNTER AND BUFFER POINTER ON THE STACK
2708,,D3D8,9E,F1,,,,,,LDX,FCBTMP,POINT X TO SYSTEM FCB
2709,,D3DA,EF,0B,,,,,,STU,"FCBBUF,X",*SET THE RANDOM FILE BUFFER POINTER TO THE 'COPY' RAM BUFFER
2710,,D3DC,BD,C2,D0,,,,,JSR,LC2D0,*THIS WILL CAUSE THE SYSTEM TO 'HANG' IF AN ERROR OCCURS DURING COPY.
2711,,,,,,,,,*,,,GO 'GET' OR 'PUT' DATA TO THE SYSTEM FCB
2712,,D3DF,6C,61,,,,,,INC,"$01,S",ADD 256 (ONE SECTOR) TO THE BUFFER POINTER
2713,,D3E1,35,44,,,,,,PULS,"B,U",GET THE SECTOR COUNTER AND BUFFER POINER
2714,,D3E3,5A,,,,,,,DECB,,DECREMENT SECTOR COUNTER
2715,,D3E4,26,F0,,,,,,BNE,LD3D6,BRANCH IF ALL SECTORS NOT DONE
2716,,D3E6,9E,F1,,,,,LD3E6,LDX,FCBTMP,POINT X TO SYSTEM FCB
2717,,D3E8,CE,09,89,,,,,LDU,#DFLBUF,* RESET THE RANDOM FILE BUFFER POINTER FOR THE SYSTEM
2718,,D3EB,EF,0B,,,,,,STU,"FCBBUF,X",* FCB TO THE BOTTOM OF RANDOM FILE BUFFER AREA
2719,,D3ED,D6,D8,,,,,,LDB,VD8,"=GRAB THE 'GET'/'PUT' FLAG, 'AND' IT WITH THE GRAN"
2720,,D3EF,E4,67,,,,,,ANDB,"$07,S",=TEST FLAG - CLOSE THE FILE IF 'GET'ING DATA AND
2721,,D3F1,27,09,,,,,,BEQ,LD3FC,=THIS IS NOT THE FIRST TIME THROUGH THE LOOP
2722,,D3F3,6F,67,,,,,,CLR,"$07,S",RESET THE GRAN TEST FLAG IF FIRST TIME THROUGH LOOP
2723,,D3F5,EC,6A,,,,,,LDD,"10,S","*GET THE NUMBER OF BYTES IN THE LAST SECTOR,"
2724,,D3F7,8A,80,,,,,,ORA,#$80,*'OR' IN THE PRE-SAVED FLAG AND
2725,,D3F9,ED,88,13,,,,,STD,"FCBLST,X",*SAVE THE NUMBER OF BYTES IN THE LAST SECTOR IN THE FCB
2726,,D3FC,7E,CA,58,,,,LD3FC,JMP,LCA58,CLOSE THE FILE
2727,,,,,,,,,,,,
2728,,,,,,,,,* DSKI$ COMMAND,,,
2729,,D3FF,8D,38,,,,,DSKI,BSR,LD439,"GET THE DRIVE, TRACK AND SECTOR NUMBERS"
2730,,D401,8D,2B,,,,,,BSR,LD42E,* EVALUATE STRING VARIABLE 1 AND SAVE
2731,,D403,34,10,,,,,,PSHS,X,* THE DESCRIPTOR ADDRESS ON THE STACK
2732,,D405,8D,27,,,,,,BSR,LD42E,= EVALUATE STRING VARIABLE 2 AND SAVE
2733,,D407,34,10,,,,,,PSHS,X,= THE DESCRiPTOR ADDRESS ON THE STACK
2734,,D409,C6,02,,,,,,LDB,#$02,DSKCON READ OP CODE
2735,,D40B,BD,D4,A1,,,,,JSR,LD4A1,REAO A SECTOR INTO DBUF0
2736,,D40E,CE,06,80,,,,,LDU,#DBUF0+128,POINT U TO TOP HALF OF DBUF0
2737,,D411,35,10,,,,,,PULS,X,GET STRING 2 DESCRIPTOR ADDRESS
2738,,D413,8D,05,,,,,,BSR,LD41A,PUT STRING 2 INTO STRING SPACE
2739,,D415,CE,06,00,,,,,LDU,#DBUF0,POINT U TO BOTTOM HALF OF DBUF0
2740,,D418,35,10,,,,,,PULS,X,GET STRING 1 DESCRIPTOR ADDRESS
2741,,D41A,34,50,,,,,LD41A,PSHS,"U,X",PUT STRING DESCRIPTOR & SOURCE POINTER ON THE STACK
2742,,D41C,C6,80,,,,,,LDB,#128,*
2743,,D41E,BD,B5,0F,,,,,JSR,LB50F,* RESERVE 128 BYTES IN STRING SPACE
2744,,D421,33,84,,,,,,LEAU,",X",POINT U TO RESERVED STRING SPACE
2745,,D423,35,10,,,,,,PULS,X,GET STRING DESCRIPTOR ADDRESS
2746,,D425,E7,84,,,,,,STB,",X",* SAVE DESCRIPTOR DATA (LENGTH AND ADDRESS)
2747,,D427,EF,02,,,,,,STU,"$02,X",* OF THE NEW STRING
2748,,D429,35,10,,,,,,PULS,X,GET THE SOURCE (DBUF0) POINTER
2749,,D42B,7E,A5,9A,,,,LD42B,JMP,LA59A,MOVE SECTOR DATA FROM DBUF0 TO STRING SPACE
2750,,,,,,,,,,,,
2751,,D42E,BD,B2,6D,,,,LD42E,JSR,SYNCOMMA,SYNTAX CHECK FOR A COMMA
2752,,D431,8E,B3,57,,,,,LDX,#LB357,POINT X TO EVALUATE VARIABLE ROUTINE
2753,,D434,8D,2F,,,,,,BSR,LD465,EVALUATE A VARIABLE
2754,,D436,7E,B1,46,,,,LD436,JMP,LB146,'TM' ERROR IF NUMERIC VARIABLE
2755,,,,,,,,,,,,
2756,,,,,,,,,"* EVALUATE DRIVE, TRACK AND SECTOR NUMBERS",,,
2757,,D439,BD,B7,0B,,,,LD439,JSR,EVALEXPB,"EVALUATE EXPRESSION, RETURN VALUE IN ACCB"
2758,,D43C,C1,03,,,,,,CMPB,#$03,* COMPARE TO 3 (HIGHEST DRIVE NUMBER) -
2759,,D43E,22,1C,,,,,,BHI,LD45C,* 'FC' ERROR IF IT’S > 3
2760,,D440,34,04,,,,,,PSHS,B,SAVE DRIVE NUMBER ON THE STACK
2761,,D442,BD,B7,38,,,,,JSR,LB738,SYNTAX CHECK FOR COMMA. EVALUATE EXPRESSION (TRACK NUMBER)
2762,,D445,C1,22,,,,,,CMPB,#TRKMAX-1,* CHECK FOR MAXIMUM TRACK NUMBER
2763,,D447,22,13,,,,,,BHI,LD45C,* 'FC' ERROR IF TRACK NUMBER > 34
2764,,D449,34,04,,,,,,PSHS,B,SAVE TRACK NUMBER ON THE STACK
2765,,D44B,BD,B7,38,,,,,JSR,LB738,"SYNTAX CHECK FOR COMMA, EVALUATE EXPRESSION (SECTOR NUMBER)"
2766,,D44E,D7,ED,,,,,,STB,DSEC,SAVE SECTOR NUMBER IN DSKCON VARIABLE
2767,,D450,5A,,,,,,,DECB,,*USELESS INSTRUCTION. NEXT INSTRUCTION SHOULD JUST
2768,,D451,C1,11,,,,,,CMPB,#SECMAX-1,*CHECK FOR MAXIMUM SECTOR NUMBER (SECMAX)
2769,,D453,22,07,,,,,,BHI,LD45C,'FC' ERROR IF SECTOR NUMBER TOO BIG
2770,,D455,35,06,,,,,,PULS,"A,B",* GET TRACK AND DRIVE NUMBER OFF OF
2771,,D457,97,EC,,,,,,STA,DCTRK,* THE STACK AND SAVE IN DSKCON
2772,,D459,D7,EB,,,,,,STB,DCDRV,* VARIABLES
2773,,D45B,39,,,,,,,RTS,,
2774,,D45C,7E,B4,4A,,,,LD45C,JMP,LB44A,JUMP TO 'FC' ERROR
2775,,,,,,,,,,,,
2776,,D45F,BD,B2,6D,,,,LD45F,JSR,SYNCOMMA,SYNTAX CHECK FOR COMMA
2777,,D462,8E,B1,56,,,,,LDX,#LB156,POINT X TO 'EVALUATE EXPRESSION' ROUTINE ADDRESS
2778,,D465,D6,EB,,,,,LD465,LDB,DCDRV,"* GET THE DSKCON DRIVE, TRACK AND"
2779,,D467,DE,EC,,,,,,LDU,DCTRK,* SECTOR VALUES AND SAVE THEM ON THE STACK
2780,,D469,34,44,,,,,,PSHS,"U,B",*
2781,,D46B,AD,84,,,,,,JSR,",X",GO EVALUATE AN EXPRESSION OR A VARIABLE
2782,,D46D,35,44,,,,,,PULS,"B,U","* GET THE DRIVE, TRACK AND SECTOR"
2783,,D46F,D7,EB,,,,,,STB,DCDRV,* NUMBERS OFF OF THE STACK AND PUT
2784,,D471,DF,EC,,,,,,STU,DCTRK,* THEM BACK INTO THE DSKCON VARIABLES
2785,,D473,39,,,,,,,RTS,,
2786,,,,,,,,,,,,
2787,,,,,,,,,* DSKO$ COMMAND,,,
2788,,D474,8D,C3,,,,,DSKO,BSR,LD439,"GET THE DRIVE, TRACK AND SECTOR NUMBERS"
2789,,D476,8D,E7,,,,,,BSR,LD45F,GET THE DESCRIPTOR OF STRING 1
2790,,D478,8D,BC,,,,,,BSR,LD436,'TM' ERROR IF NUMERIC EXPRESSION
2791,,D47A,9E,52,,,,,,LDX,FPA0+2,* GET STRING 1 DESCRIPTOR ADDRESS
2792,,D47C,34,10,,,,,,PSHS,X,* AND SAVE IT ON THE STACK
2793,,D47E,8D,DF,,,,,,BSR,LD45F,GET THE DESCRIPTOR OF STRING 2
2794,,D480,BD,B6,54,,,,,JSR,LB654,*GET LENGTH AND ADDRESS OF STRING 2 AND
2795,,D483,34,14,,,,,,PSHS,"X,B",*SAVE THEM ON THE STACK
2796,,D485,5F,,,,,,,CLRB,,SET CLEAR COUNTER TO 256 (FULL SECTOR BUFFER)
2797,,D486,8E,06,00,,,,,LDX,#DBUF0,USE DBUF0 AS THE DSKO$ I/O BUFFER
2798,,D489,6F,80,,,,,LD489,CLR,",X+",CLEAR A BYTE IN I/O BUFFER
2799,,D48B,5A,,,,,,,DECB,,DECREMENT CLEAR COUNTER
2800,,D48C,26,FB,,,,,,BNE,LD489,BRANCH IF ALL 256 BYTES NOT CLEARED
2801,,D48E,35,14,,,,,,PULS,"B,X",GET THE LENGTH AND ADDRESS OF STRING 2
2802,,D490,CE,06,80,,,,,LDU,#DBUF0+128,POINT X TO STRING 2 DESTINATION
2803,,D493,8D,96,,,,,,BSR,LD42B,MOVE STRING 2 DATA INTO DBUF0
2804,,D495,35,10,,,,,,PULS,X,POINT X TO STRING 1 DESCRIPTOR
2805,,D497,BD,B6,59,,,,,JSR,LB659,GET THE LENGTH AND ADDRESS OF STRING 1
2806,,D49A,CE,06,00,,,,,LDU,#DBUF0,POINT U TO STRING 1 DESTINATION
2807,,D49D,8D,8C,,,,,,BSR,LD42B,MOVE STRING 1 DATA INTO DBUF0
2808,,D49F,C6,03,,,,,,LDB,#$03,DSKCON WRITE OP CODE
2809,,D4A1,8E,06,00,,,,LD4A1,LDX,#DBUF0,POINT X TO I/O BUFFER (DBUF0)
2810,,D4A4,9F,EE,,,,,,STX,DCBPT,*
2811,,D4A6,D7,EA,,,,,,STB,DCOPC,* SAVE NEW DSKCON BUFFER POINTER AND OP CODE VARIABLES
2812,,D4A8,7E,D5,FF,,,,,JMP,LD5FF,GO WRITE OUT A SECTOR
2813,,,,,,,,,,,,
2814,,,,,,,,,* DSKINI COMMAND,,,
2815,,D4AB,10,27,D1,70,,,DSKINI,LBEQ,LA61F,BRANCH TO 'DN' ERROR IF NO DRIVE NUMBER SPECIFIED
2816,,D4AF,BD,D1,69,,,,,JSR,LD169,CALCULATE DRIVE NUMBER
2817,,D4B2,C6,04,,,,,,LDB,#$04,SKIP FACTOR DEFAULT VALUE
2818,,D4B4,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHAR FROM BASiC
2819,,D4B6,27,0C,,,,,,BEQ,LD4C4,BRANCH IF END OF LINE
2820,,D4B8,BD,B7,38,,,,,JSR,LB738,SYNTAX CHECK FOR COMMA AND EVALUATE EXPRESSION
2821,,D4BB,C1,11,,,,,,CMPB,#17,MAX VALUE OF SKIP FACTOR = 16
2822,,D4BD,10,24,DF,89,,,,LBHS,LB44A,'ILLEGAL FUNCTION CALL' IF BAD SKIP FACTOR
2823,,D4C1,BD,A5,C7,,,,,JSR,LA5C7,SYNTAX ERROR IF MORE CHARACTERS ON THE LINE
2824,,D4C4,34,04,,,,,LD4C4,PSHS,B,SAVE SKIP FACTOR ON THE STACK
2825,,D4C6,8E,07,12,,,,,LDX,#DBUF1+SECMAX,POINT TO END OF LOGICAL SECTOR NUMBER STORAGE AREA
2826,,D4C9,C6,12,,,,,,LDB,#SECMAX,18 SECTORS PER TRACK
2827,,D4CB,6F,82,,,,,LD4CB,CLR,",-X",CLEAR A BYTE IN THE BUFFER
2828,,D4CD,5A,,,,,,,DECB,,CLEARED ALL 18?
2829,,D4CE,26,FB,,,,,,BNE,LD4CB,KEEP GOING IF NOT
2830,,D4D0,4F,,,,,,,CLRA,,RESET PHYSICAL SECTOR COUNTER
2831,,D4D1,20,0D,,,,,,BRA,LD4E0,START WITH FIRST PHYSICAL SECTOR = 1
2832,,,,,,,,,,,,
2833,,,,,,,,,* CALCULATE LOGICAL SECTOR NUMBERS,,,
2834,,D4D3,EB,E4,,,,,LD4D3,ADDB,",S",ADD SKIP FACTOR TO LOGICAL SECTOR COUNTER
2835,,D4D5,5C,,,,,,LD4D5,INCB,,ADD ONE TO LOGICAL SECTOR COUNTER
2836,,D4D6,C0,12,,,,,LD4D6,SUBB,#SECMAX,SUBTRACT MAX NUMBER OF SECTORS
2837,,D4D8,24,FC,,,,,,BHS,LD4D6,BRANCH UNTIL 0 > ACCB >= -18
2838,,D4DA,CB,12,,,,,,ADDB,#SECMAX,"ADD 18, NOW ACCB IS 0-17"
2839,,D4DC,6D,85,,,,,,TST,"B,X",IS ANYTHING STORED HERE ALREADY?
2840,,D4DE,26,F5,,,,,,BNE,LD4D5,YES - GET ANOTHER SECTOR
2841,,D4E0,4C,,,,,,LD4E0,INCA,,* INCREMENT PHYSICAL SECTOR NUMBER AND
2842,,D4E1,A7,85,,,,,,STA,"B,X",* SAVE IT IN THE RAM BUFFER
2843,,D4E3,81,12,,,,,,CMPA,#SECMAX,FINISHED WITH ALL SECTORS?
2844,,D4E5,25,EC,,,,,,BLO,LD4D3,NO - KEEP GOING
2845,,D4E7,32,61,,,,,,LEAS,"$01,S",REMOVE SKIP FACTOR FROM STACK
2846,,D4E9,8E,22,0F,,,,,LDX,#DFLBUF+$1888-2,GET TOP OF RAM USED BY DSKINI
2847,,D4EC,9C,27,,,,,,CMPX,MEMSIZ,IS IT > CLEARED AREA?
2848,,D4EE,10,22,D7,52,,,,LBHI,LAC44,'OUT OF MEMORY' ERROR IF > CLEARED AREA
2849,,D4F2,BD,CA,3B,,,,,JSR,DVEC7,CLOSE ALL FILES
2850,,D4F5,73,09,5C,,,,,COM,DRESFL,SET RESET FLAG TO $FF - THIS WILL CAUSE A DOS RESET
2851,,D4F8,10,CE,08,00,,,,LDS,#DBUF1+SECLEN,SET STACK TO TOP OF DBUF1
2852,,D4FC,BD,95,AC,,,,,JSR,L95AC,RESET SAM TO DISPLAY PAGE ZERO AND ALPHA GRAPHICS
2853,,D4FF,86,00,,,,,,LDA,#$00,YOU COULD DELETE THIS INSTRUCTION AND CHANGE FOLLOWING STA TO CLR
2854,,D501,97,EA,,,,,,STA,DCOPC,RESTORE HEAD TO TRACK ZERO DSKCON OP CODE
2855,,D503,BD,D5,FF,,,,,JSR,LD5FF,RESTORE HEAD TO TRACK ZERO
2856,,D506,7F,09,85,,,,,CLR,RDYTMR,RESET THE READY TIMER
2857,,D509,86,C0,,,,,,LDA,#$C0,* FOC READ ADDRESS CODE
2858,,D50B,B7,FF,48,,,,,STA,FDCREG,*
2859,,D50E,BD,D6,DE,,,,,JSR,LD6DE,CHECK DRIVE READY - WAIT UNTIL READY
2860,,D511,10,26,00,86,,,,LBNE,LD59B,BRANCH IF NOT READY - ISSUE AN ERROR
2861,,D515,0F,EC,,,,,,CLR,DCTRK,RESET TRACK NUMBER
2862,,D517,20,1A,,,,,,BRA,LD533,START THE FORMATTING PROCESS
2863,,D519,81,16,,,,,LD519,CMPA,#22,= CHECK FOR TRACK 22 (PRECOMPENSATION)
2864,,D51B,25,08,,,,,,BLO,LD525,= AND BRANCH IF < TRACK 22 - NO PRECOMP
2865,,D51D,B6,09,86,,,,,LDA,DRGRAM,"* GET THE RAM IMAGE OF DSKREG, 'OR'"
2866,,D520,8A,10,,,,,,ORA,#$10,* IN THE PRECOMPENSATION FLAG AND
2867,,D522,B7,FF,40,,,,,STA,DSKREG,* SEND IT TO DSKREG
2868,,D525,86,53,,,,,LD525,LDA,#$53,= GET STEP IN COMMAND
2869,,D527,B7,FF,48,,,,,STA,FDCREG,= AND SEND IT TO THE 1793
2870,,D52A,1E,88,,,,,,EXG,"A,A",* DELAY AFTER ISSUING COMMAND TO 1793
2871,,D52C,1E,88,,,,,,EXG,"A,A",*
2872,,D52E,BD,D6,DE,,,,,JSR,LD6DE,CHECK DRIVE READY
2873,,D531,26,68,,,,,,BNE,LD59B,BRANCH IF NOT READY - ISSUE AN ERROR
2874,,D533,BD,D6,FD,,,,LD533,JSR,LD6FD,WAIT A WHILE
2875,,D536,8D,6C,,,,,,BSR,$D5A4,BUILD A FORMATTED TRACK IN RAM
2876,,D538,10,8E,FF,4B,,,,LDY,#FDCREG+3,Y POINTS TO 1793 DATA REGISTER
2877,,D53C,1A,50,,,,,,ORCC,#$50,DISABLE INTERRUPTS
2878,,D53E,8E,D5,62,,,,,LDX,#LD562,* GET RETURN ADDRESS AND STORE
2879,,D541,BF,09,83,,,,,STX,DNMISV,* IT IN THE NON MASKABLE INTERRUPT VECTOR
2880,,D544,8E,09,89,,,,,LDX,#DFLBUF,POINT X TO THE FORMATTED TRACK RAM IMAGE
2881,,D547,B6,FF,48,,,,,LDA,FDCREG,RESET STATUS OF THE 1793
2882,,D54A,86,FF,,,,,,LDA,#$FF,* ENABLE THE NMI FLAG TO VECTOR
2883,,D54C,B7,09,82,,,,,STA,NMIFLG,* OUT OF AN I/O LOOP UPON AN NMI INTERRUPT
2884,,D54F,C6,F4,,,,,,LDB,#$F4,= GET WRITE TRACK COMMAND AND
2885,,D551,F7,FF,48,,,,,STB,FDCREG,= SEND TO 1793
2886,,D554,B6,09,86,,,,,LDA,DRGRAM,* GET THE DSKREG RAM IMAGE AND 'OR' IN THE
2887,,D557,8A,80,,,,,,ORA,#$80,* FLAG WHICH WILL ENABLE THE 1793 TO HALT
2888,,D559,B7,FF,40,,,,,STA,DSKREG,* THE 6809. SEND RESULT TO DSKREG
2889,,D55C,E6,80,,,,,LD55C,LDB,",X+",= GET A BYTE FROM THE FORMATTED TRACK
2890,,D55E,E7,A4,,,,,,STB,",Y","= RAM IMAGE, SEND IT TO THE 1793 AND"
2891,,D560,20,FA,,,,,,BRA,LD55C,= LOOP BACK TO GET ANOTHER BYTE
2892,,,,,,,,,,,,
2893,,D562,B6,FF,48,,,,LD562,LDA,FDCREG,GET STATUS
2894,,D565,1C,AF,,,,,,ANDCC,#$AF,ENABLE INTERRUPTS
2895,,D567,84,44,,,,,,ANDA,#$44,* KEEP ONLY WRITE PROTECT & LOST DATA
2896,,D569,97,F0,,,,,,STA,DCSTA,* AND SAVE IT IN THE DSKCON STATUS BYTE
2897,,D56B,26,2E,,,,,,BNE,LD59B,BRANCH IF ERROR
2898,,D56D,0C,EC,,,,,,INC,DCTRK,SKIP TO THE NEXT TRACK
2899,,D56F,96,EC,,,,,,LDA,DCTRK,GET THE TRACK NUMBER
2900,,D571,81,23,,,,,,CMPA,#TRKMAX,WAS IT THE LAST TRACK
2901,,D573,26,A4,,,,,,BNE,LD519,NO - KEEP GOING
2902,,,,,,,,,,,,
2903,,,,,,,,,* VERIFY THAT ALL SECTORS ARE READABLE,,,
2904,,D575,86,02,,,,,,LDA,#$02,= GET THE DSKCON READ OP CODE
2905,,D577,97,EA,,,,,,STA,DCOPC,= AND SAVE IT IN THE DSKCON VARIABLE
2906,,D579,8E,06,00,,,,,LDX,#DBUF0,* POINT THE DSKCON BUFFER POINTER
2907,,D57C,9F,EE,,,,,,STX,DCBPT,* TO DBUF0
2908,,D57E,CE,07,00,,,,,LDU,#DBUF1,POINT U TO THE LOGICAL SECTOR NUMBERS
2909,,D581,4F,,,,,,,CLRA,,RESET THE TRACK COUNTER TO ZERO
2910,,D582,97,EC,,,,,LD582,STA,DCTRK,SET THE DSKCON TRACK VARIABLE
2911,,D584,5F,,,,,,,CLRB,,RESET THE SECTOR COUNTER
2912,,D585,A6,C5,,,,,LD585,LDA,"B,U",GET THE PHYSICAL SECTOR NUMBER
2913,,D587,97,ED,,,,,,STA,DSEC,SAVE DSKCON SECTOR VARIABLE
2914,>,D589,BD,D5,FF,,,,,JSR,LD5FF,READ A SECTOR
2915,,D58C,5C,,,,,,,INCB,,* INCREMENT THE SECTOR COUNTER
2916,,D58D,C1,12,,,,,,CMPB,#SECMAX,* AND COMPARE IT TO MAXIMUM SECTOR NUMBER
2917,,D58F,25,F4,,,,,,BLO,LD585,* AND KEEP LOOPING IF MORE SECTORS LEFT
2918,,D591,96,EC,,,,,,LDA,DCTRK,= GET THE CURRENT TRACK NUMBER
2919,,D593,4C,,,,,,,INCA,,"= ADD ONE TO IT, COMPARE TO THE MAXIMUM TRACK"
2920,,D594,81,23,,,,,,CMPA,#TRKMAX,= NUMBER AND KEEP LOOPING IF
2921,,D596,25,EA,,,,,,BLO,LD582,= THERE ARE STILL TRACKS TO DO
2922,,D598,7E,D1,E0,,,,,JMP,LD1E0,GO CHECK FOR A DOS RESET
2923,,D59B,7F,09,86,,,,LD59B,CLR,DRGRAM,CLEAR RAM IMAGE OF DSKREG
2924,,D59E,7F,FF,40,,,,,CLR,DSKREG,CLEAR DSKREG - TURN DISK MOTORS OFF
2925,>,D5A1,7E,D6,0E,,,,,JMP,LD60E,PROCESS DRIVES NOT READY ERROR
2926,,,,,,,,,,,,
2927,,,,,,,,,* BUILD A FORMATTED TRACK OF DATA IN RAM STARTING AT DFLBUF.,,,
2928,,,,,,,,,,,,
2929,,D5A4,8E,09,89,,,,,LDX,#DFLBUF,START TRACK BUFFER AT DFLBUF
2930,,D5A7,CC,20,4E,,,,,LDD,#$204E,GET SET TO WRITE 32 BYTES OF $4E
2931,,D5AA,8D,29,,,,,,BSR,LD5D5,GO WRITE GAP IV
2932,,D5AC,5F,,,,,,,CLRB,,RESET SECTOR COUNTER
2933,,D5AD,34,04,,,,,LD5AD,PSHS,B,SAVE SECTOR COUNTER
2934,,D5AF,CE,07,00,,,,,LDU,#DBUF1,POINT U TO THE TABLE OF LOGICAL SECTORS
2935,,D5B2,E6,C5,,,,,,LDB,"B,U",* GET LOGICAL SECTOR NUMBER FROM TABLE AND
2936,,D5B4,D7,ED,,,,,,STB,DSEC,* SAVE IT IN THE DSKCON VARIABLE
2937,,D5B6,CE,D5,E7,,,,,LDU,#LD5E7,POINT U TO TABLE OF SECTOR FORMATTING DATA
2938,,D5B9,C6,03,,,,,,LDB,#$03,* GET FIRST 3 DATA BLOCKS AND
2939,,D5BB,8D,1E,,,,,,BSR,LD5DB,* WRITE THEM TO BUFFER
2940,,D5BD,96,EC,,,,,,LDA,DCTRK,= GET TRACK NUMBER AND STORE lT
2941,,D5BF,A7,80,,,,,,STA,",X+",= IN THE RAM BUFFER
2942,,D5C1,6F,80,,,,,,CLR,",X+",CLEAR A BYTE (SIDE NUMBER) IN BUFFER
2943,,D5C3,96,ED,,,,,,LDA,DSEC,* GET SECTOR NUMBER AND
2944,,D5C5,A7,80,,,,,,STA,",X+",* STORE IT IN THE BUFFER
2945,,D5C7,C6,09,,,,,,LDB,#$09,= GET THE LAST NINE DATA BLOCKS AND
2946,,D5C9,8D,10,,,,,,BSR,LD5DB,= WRITE THEM TO THE BUFFER
2947,,D5CB,35,04,,,,,,PULS,B,GET SECTOR COUNTER
2948,,D5CD,5C,,,,,,,INCB,,NEXT SECTOR
2949,,D5CE,C1,12,,,,,,CMPB,#SECMAX,18 SECTORS PER TRACK
2950,,D5D0,25,DB,,,,,,BLO,LD5AD,BRANCH IF ALL SECTORS NOT DONE
2951,,D5D2,CC,C8,4E,,,,,LDD,#$C84E,WRITE 200 BYTES OF $4E AT END OF TRACK
2952,,,,,,,,,,,,
2953,,,,,,,,,* WRITE ACCA BYTES OF ACCB INTO BUFFER,,,
2954,,D5D5,E7,80,,,,,LD5D5,STB,",X+",STORE A BYTE IN THE BUFFER
2955,,D5D7,4A,,,,,,,DECA,,DECREMENT COUNTER
2956,,D5D8,26,FB,,,,,,BNE,LD5D5,BRANCH IF ALL BYTES NOT MOVED
2957,,D5DA,39,,,,,,,RTS,,
2958,,D5DB,34,04,,,,,LD5DB,PSHS,B,SAVE THE COUNTER ON THE STACK
2959,,D5DD,EC,C1,,,,,,LDD,",U++",GET TWO BYTES OF DATA FROM THE TABLE
2960,,D5DF,8D,F4,,,,,,BSR,LD5D5,WRITE ACCA BYTES OF ACCB INTO THE BUFFER
2961,,D5E1,35,04,,,,,,PULS,B,"* GET THE COUNTER BACK, DECREMENT"
2962,,D5E3,5A,,,,,,,DECB,,* IT AND BRANCH IF ALL DATA BLOCKS
2963,,D5E4,26,F5,,,,,,BNE,LD5DB,* NOT DONE
2964,,D5E6,39,,,,,,,RTS,,
2965,,,,,,,,,,,,
2966,,,,,,,,,* DATA USED TO FORMAT A SECTOR ON THE DISK,,,
2967,,,,,,,,,,,,
2968,,,,,,,,,* THESE DATA ARE CLOSE TO THE IBM SYSTEM 34 FORMAT FOR 256 BYTE SECTORS.,,,
2969,,,,,,,,,* DOUBLE DENSITY. THE FORMAT GENERALLY CONFORMS TO THAT SPECIFIED ON THE,,,
2970,,,,,,,,,* 1793 DATA SHEET. THE GAP SIZES HAVE BEEN REDUCED TO THE MINIMUM,,,
2971,,,,,,,,,* ALLOWABLE. THE IBM FORMAT USES $40 AS THE FILL CHARACTER FOR THE DATA,,,
2972,,,,,,,,,* BLOCKS WHILE COLOR DOS USES AN $FF AS THE FILL CHARACTER.,,,
2973,,D5E7,08,00,,,,,LD6D4,FCB,"8,0",SYNC FIELD
2974,,D5E9,03,F5,,,,,,FCB,"3,$F5",
2975,,D5EB,01,FE,,,,,,FCB,"1,$FE",ID ADDRESS MARK (AM1)
2976,,,,,,,,,"* TRACK, SIDE, AND SECTOR NUMBERS ARE INSERTED HERE",,,
2977,,D5ED,01,01,,,,,,FCB,"1,1",SECTOR SIZE (256 BYTE SECTORS)
2978,,D5EF,01,F7,,,,,,FCB,"1,$F7",CRC REQUEST
2979,,D5F1,16,4E,,,,,,FCB,"22,$4E",GAP II (POST-ID GAP)
2980,,D5F3,0C,00,,,,,,FCB,"12,0",SYNC FIELD
2981,,D5F5,03,F5,,,,,,FCB,"3,$F5",
