0363,015E,,RVEC0,RMB,3.0,$A5F6,,$C426,$C44B,OPEN COMMAND
0364,0161,,RVEC1,RMB,3.0,$A5B9,,$C838,$C888,DEVICE NUMBER VALIDITY CHECK
0365,0164,,RVEC2,RMB,3.0,$A35F,,$C843,$C893,SET PRINT PARAMETERS
0366,0167,,RVEC3,RMB,3.0,$A282,$8273,$CB4A,$CC1C,CONSOLE OUT
0367,016A,,RVEC4,RMB,3.0,$A176,$8CF1,$C58F,$C5BC,CONSOLE IN
0368,016D,,RVEC5,RMB,3.0,$A3ED,,$C818,$C848,INPUT DEVICE NUMBER CHECK
0369,0170,,RVEC6,RMB,3.0,$A406,,$C81B,$C84B,PRINT DEVICE NUMBER CHECK
0370,0173,,RVEC7,RMB,3.0,$A426,,$CA3B,$CAE9,CLOSE ALL FILES
0371,0176,,RVEC8,RMB,3.0,$A42D,$8286,$CA4B,$CAF9,CLOSE ONE FILE
0372,0179,,RVEC9,RMB,3.0,$B918,$8E90,$8E90,$8E90,PRINT
0373,017C,,RVEC10,RMB,3.0,$B061,,$CC5B,$CD35,INPUT
0374,017F,,RVEC11,RMB,3.0,$A549,,$C859,$C8A9,BREAK CHECK
0375,0182,,RVEC12,RMB,3.0,$A390,,$C6B7,$C6E4,INPUTTING A BASIC LINE
0376,0185,,RVEC13,RMB,3.0,$A4BF,,$CA36,$CAE4,TERMINATING BASIC LINE INPUT
0377,0188,,RVEC14,RMB,3.0,$A5CE,,$CA60,$C90C,EOF COMMAND
0378,018B,,RVEC15,RMB,3.0,$B223,$8846,$CDF6,$CED2,EVALUATE AN EXPRESSION
0379,018E,,RVEC16,RMB,3.0,$AC46,,$C6B7,$C6E4,RESERVED FOR ON ERROR GOTO CMD
0380,0191,,RVEC17,RMB,3.0,$AC49,$88F0,$C24D,$C265,ERROR DRIVER
0381,0194,,RVEC18,RMB,3.0,$AE75,$829C,$C990,$CA3E,RUN
0382,0197,,RVEC19,RMB,3.0,$BD22,$87EF,,,ASCII TO FLOATING POINT CONV.
0383,019A,,RVEC20,RMB,3.0,$AD9E,$82B9,,$C8B0,BASIC'S COMMAND INTERP. LOOP
0384,019D,,RVEC21,RMB,3.0,$A8C4,,,,RESET/SET/POINT COMMANDS
0385,01A0,,RVEC22,RMB,3.0,$A910,,,,CLS
0386,,,*,,,$8162,,,,EXBAS' SECONDARY TOKEN HANDLER
0387,,,*,,,$8AFA,,,,EXBAS' RENUM TOKEN CHECK
0388,,,*,,,$975C,,$C29A,$C2B2,EXBAS' GET/PUT
0389,01A3,,RVEC23,RMB,3.0,$B821,$8304,,,CRUNCH BASIC LINE
0390,01A6,,RVEC24,RMB,3.0,$B7C2,,,,UNCRUNCH BASIC LINE
0391,,,,,,,,,,
0392,01A9,,STRSTK,RMB,8*5,STRING DESCRIPTOR STACK,,,,
0393,01D1,,CFNBUF,RMB,9.0,CASSETTE FILE NAME BUFFER,,,,
0394,01DA,,CASBUF,RMB,256.0,CASSETTE FILE DATA BUFFER,,,,
0395,02DA,,LINHDR,RMB,2.0,LINE INPUT BUFFER HEADER,,,,
0396,02DC,,LINBUF,RMB,LBUFMX+1,BASIC LINE INPUT BUFFER,,,,
0397,03D7,,STRBUF,RMB,41.0,STRING BUFFER,,,,
0398,,,,,,,,,,
0399,0400,,VIDRAM,RMB,200.0,VIDEO DISPLAY AREA,,,,
0400,,,,,,,,,,
0401,,,*START OF ADDITIONAL RAM VARIABLE STORAGE (DISK BASIC ONLY),,,,,,,
0402,0600,,DBUF0,RMB,SECLEN,I/O BUFFER #0,,,,
0403,0700,,DBUF1,RMB,SECLEN,I/O BUFFER #1,,,,
0404,0800,,FATBL0,RMB,FATLEN,FILE ALLOCATION TABLE - DRIVE 0,,,,
0405,084A,,FATBL1,RMB,FATLEN,FILE ALLOCATION TABLE - DRIVE 1,,,,
0406,0894,,FATBL2,RMB,FATLEN,FILE ALLOCATION TABLE - DRIVE 2,,,,
0407,08DE,,FATBL3,RMB,FATLEN,FILE ALLOCATION TABLE - DRIVE 3,,,,
0408,0928,,FCBV1,RMB,16*2,"FILE BUFFER VECTORS (15 USER, 1 SYSTEM)",,,,
0409,0948,,RNBFAD,RMB,2,START OF FREE RANDOM FILE BUFFER AREA,,,,
0410,094A,,FCBADR,RMB,2,START OF FILE CONTROL BLOCKS,,,,
0411,094C,,DNAMBF,RMB,8,DISK FILE NAME BUFFER,,,,
0412,0954,,DEXTBF,RMB,3,DISK FILE EXTENSION NAME BUFFER,,,,
0413,0957,,DFLTYP,RMB,1,"*DV* DISK FILE TYPE: 0=BASIC, 1=DATA, 2=MACHINE",,,,
0414,,,*,,,"     LANGUAGE, 3=TEXT EDITOR SOURCE FILE",,,,
0415,0958,,DASCFL,RMB,1,"*DV* ASCII FLAG: 0=CRUNCHED OR BINARY, $FF=ASCII",,,,
0416,0959,,DRUNFL,RMB,1,"RUN FLAG: (IF BIT 1=1 THEN RUN, IF BIT 0=1, THEN CLOSE",,,,
0417,,,*,,,ALL FILES BEFORE RUNNING),,,,
0418,095A,,DEFDRV,RMB,1,DEFAULT DRIVE NUMBER,,,,
0419,095B,,FCBACT,RMB,1,NUMBER OF FCBS ACTIVE,,,,
0420,095C,,DRESFL,RMB,1,RESET FLAG: <>0 WILL CAUSE A 'NEW' & SHUT DOWN ALL FCBS,,,,
0421,095D,,DLOADFL,RMB,1,LOAD FLAG: CAUSE A 'NEW' FOLLOWING A LOAD ERROR,,,,
0422,095E,,DMRGFL,RMB,1,"MERGE FLAG: 0=N0 MERGE, $FF=MERGE",,,,
0423,095F,,DUSRVC,RMB,20.0,DISK BASIC USR COMMAND VECTORS,,,,
0424,,,*** DISK FILE WORK AREA FOR DIRECTORY SEARCH,,,,,,,
0425,,,*   EXISTING FILE,,,,,,,
0426,0973,,V973,RMB,1,SECTOR NUMBER,,,,
0427,0974,,V974,RMB,2,RAM DIRECTORY IMAGE ADDRESS,,,,
0428,0976,,V976,RMB,1,FIRST GRANULE NUMBER,,,,
0429,,,*   UNUSED FILE,,,,,,,
0430,0977,,V977,RMB,1,SECTOR NUMBER,,,,
0431,0978,,V978,RMB,2.0,RAM DIRECTORY IMAGE ADDRESS,,,,
0432,,,,,,,,,,
0433,097A,,WFATVL,RMB,2.0,WRITE FAT VALUE: NUM OF FREE GRANS WHICH MUST BE TAKEN,,,,
0434,,,,,,FROM THE FAT TO TRIGGER A WRITE FAT TO DISK SEQUENCE,,,,
0435,097C,,DFFLEN,RMB,2.0,DIRECT ACCESS FILE RECORD LENGTH,,,,
0436,097E,,DR0TRK,RMB,4.0,"CURRENT TRACK NUMBER, DRIVES 0,1,2,3",,,,
0437,0982,,NMIFLG,RMB,1,NMI FLAG: 0=DON'T VECTOR <>0=YECTOR OUT,,,,
0438,0983,,DNMIVC,RMB,2.0,NMI VECTOR: WHERE TO JUMP FOLLOWING AN NMI,,,,
0439,,,*,,,INTERRUPT IF THE NMI FLAG IS SET,,,,
0440,0985,,RDYTMR,RMB,1,MOTOR TURN OFF TIMER,,,,
0441,0986,,DRGRAM,RMB,1,RAM IMAGE OF DSKREG ($FF40),,,,
0442,0987,,DVERFL,RMB,1,"VERIFY FLAG: 0=OFF, $FF=ON",,,,
0443,0988,,ATTCTR,RMB,1,READ/WRITE ATTEMPT COUNTER: NUMBER OF TIMES THE,,,,
0444,,,*,,,DISK WILL ATTEMPT TO RETRIEVE OR WRITE DATA,,,,
0445,,,*,,,BEFORE IT GIVES UP AND ISSUES AN ERROR.,,,,
0446,,,,,,,,,,
0447,0989,,DFLBUF,RMB,SECLEN,INITIALIZED TO SECLEN BY DISKBAS,,,,
0448,,,,,,,,,,
0449,,,*RANDOM FILE RESERVED AREA,,,,,,,
0450,,,,,,,,,,
0451,,,*FILE CONTROL BLOCKS AND BUFFERS,,,,,,,
0452,,,,,,,,,,
0453,,,*GRAPHIC PAGE RESERVED AREA,,,,,,,
0454,,,,,,,,,,
0455,,,*BASIC PROGRAM,,,,,,,
0456,,,,,,,,,,
0457,,,*VARIABLE STORAGE AREA,,,,,,,
0458,,,,,,,,,,
0459,,,*ARRAY STORAGE AREA,,,,,,,
0460,,,,,,,,,,
0461,,,,,,,,,,
0462,,,* FREE MEMORY,,,,,,,
0463,,,,,,,,,,
0464,,,,,,,,,,
0465,,,*STACK,,,,,,,
0466,,,,,,,,,,
0467,,,*STRING SPACE,,,,,,,
0468,,,,,,,,,,
0469,,,*USER PROGRAM RESERVED AREA,,,,,,,
0470,,,,,,,,,,
0471,,,*END OF RAM,,,,,,,
0472,,,,,,,,,,
0473,8000.0,,ORG,$8000,,,,,,
0474,,,,,,,,,,
0475,8000.0,,,RMB,$2000,EXTENDED BASIC ROM,,,,
0476,A000,,,RMB,$2000,COLOR BASIC ROM,,,,
0477,C000,,ROMPAK,EQU,*,,,,,
0478,C000,,DOSBAS,RMB,$2000,DISK BASIC ROM/ENHANCED BASIC INIT CODE,,,,
0479,E000,,,RMB,$1F00,ENHANCED BASIC,,,,
0480,,,,,,,,,,
0481,,,,,,,,,,
0482,,,* I/O AREA,,,,,,,
0483,,,,,,,,,,
0484,FF00,,PIA0,EQU,*,PERIPHERAL INTERFACE ADAPTER ONE,,,,
0485,,,,,,,,,,
0486,FF00,,BIT0,KEYBOARD ROW 1 AND RIGHT JOYSTICK SWITCH 1,,,,,,
0487,,,BIT1,KEYBOARD ROW 2 AND LEFT JOYSTICK SWITCH 1,,,,,,
0488,,,BIT2,KEYBOARD ROW 3 AND RIGHT JOYSTICK SWITCH 2,,,,,,
0489,,,BIT3,KEYBOARD ROW 4 AND LEFT JOYSTICK SWITCH 2,,,,,,
0490,,,BIT4,KEYBOARD ROW 5,,,,,,
0491,,,BIT5,KEYBOARD ROW 6,,,,,,
0492,,,BIT6,KEYBOARD ROW 7,,,,,,
0493,,,BIT7,JOTSTICK COMPARISON IINPUT,,,,,,
0494,,,,,,,,,,
0495,FF01,,BIT0,CONTROL OF HSYNC (63.5ps),,,0 = IRQ* TO CPU DISABLED,,,
0496,,,,INTERRUPT,,,1 = IRQ* TO CPU ENABLED,,,
0497,,,BIT1,CONTROL OF INTERRUPT,,,0 = FLAG SET ON FALLING EDGE OF HS,,,
0498,,,,POLARITY,,,1 = FLAG SET ON RISING EDGE OF HS,,,
0499,,,BIT2,NORMALLY 1,,,0 = CHANGES FF00 TO DATA DIRECTION,,,
0500,,,BIT3,SEL 1,,,LSB OF TWO ANALOG MUX SELECT LINES,,,
0501,,,BIT4,ALWAYS 1,,,,,,
0502,,,BIT5,ALWAYS 1,,,,,,
0503,,,BIT6,NOT USED,,,,,,
0504,,,BIT7,HORIZONTAL SYNC INTERRUPT FLAG,,,,,,
0505,,,,,,,,,,
0506,FF02,,BIT0,KEYBOARD COLUMN 1,,,,,,
0507,,,BIT1,KEYBOARD COLUMN 2,,,,,,
0508,,,BIT2,KEYBOARD COLUMN 3,,,,,,
0509,,,BIT3,KEYBOARD COLUMN 4,,,,,,
0510,,,BIT4,KEYBOARD COLUMN 5,,,,,,
0511,,,BIT5,KEYBOARD COLUMN 6,,,,,,
0512,,,BIT6,KEYBOARD COLUMN 7 / RAM SIZE OUTPUT,,,,,,
0513,,,BIT7,KEYBOARD COLUMN 8,,,,,,
0514,,,,,,,,,,
0515,FF03,,BIT0,CONTROL OF VSYNC (16.667ms),,,0 = IRQ* TO CPU DISABLED,,,
0516,,,,INTERRUPT,,,1 = IRQ* TO CPU ENABLED,,,
0517,,,BIT1,CONTROL OF INTERRUPT,,,0 = FLAG SET ON FALLING EDGE OF FS,,,
0518,,,,POLARITY,,,1 = FLAG SET ON RISING EDGE OF FS,,,
0519,,,BIT2,NORMALLY 1,,,0 = CHANGES FF02 TO DATA DIRECTION,,,
0520,,,BIT3,SEL 2,,,MSB OF TWO ANALOG MUX SELECT LINES,,,
0521,,,BIT4,ALWAYS 1,,,,,,
0522,,,BIT5,ALWAYS 1,,,,,,
0523,,,BIT6,NOT USED,,,,,,
0524,,,BIT7,FIELD SYNC INTERRUPT FLAG,,,,,,
0525,,,,,,,,,,
0526,FF04,,,RMB,28.0,PIA0 IMAGES,,,,
0527,FF20,,DA,,,,,,,
0528,FF20,,PIA1,EQU,*,PERIPHERAL INTERFACE ADAPTER TWO,,,,
0529,,,,,,,,,,
0530,FF20,,BIT0,CASSETTE DATA INPUT,,,,,,
0531,,,BIT1,RS-232C DATA OUTPUT,,,,,,
0532,,,BIT2,6 BIT D/A LSB,,,,,,
0533,,,BIT3,6 BIT D/A,,,,,,
0534,,,BIT4,6 BIT D/A,,,,,,
0535,,,BIT5,6 BIT D/A,,,,,,
0536,,,BIT6,6 BIT D/A,,,,,,
0537,,,BIT7,6 BIT D/A MSB,,,,,,
0538,,,,,,,,,,
0539,FF21,,BIT0,CONTROL OF CD,,,0 = FIRQ* TO CPU DISABLED,,,
0540,,,,(RS-232C STATUS),,,1 = FIRQ* TO CPU ENABLED,,,
0541,,,BIT1,CONTROL OF INTERRUPT,,,0 = FLAG SET ON FALLING EDGE OF CD,,,
0542,,,,POLARITY,,,1 = FLAG SET ON RISING EDGE OF CD,,,
0543,,,BIT2,NORMALLY 1,,,0 = CHANGES FF20 TO DATA DIRECTION,,,
0544,,,BIT3,CASSETTE MOTOR CONTROL,,,0 = OFF,,1 = ON,
0545,,,BIT4,ALWAYS 1,,,,,,
0546,,,BIT5,ALWAYS 1,,,,,,
0547,,,BIT6,NOT USED,,,,,,
0548,,,BIT7,CD INTERRUPT FLAG,,,,,,
0549,,,,,,,,,,
0550,FF22,,BIT0,RS-232C DATA INPUT,,,,,,
0551,,,BIT1,SINGLE BIT SOUND OUTPUT,,,,,,
0552,,,BIT2,RAM SIZE INPUT,,,,,,
0553,,,BIT3,RGB MONITOR SENSING INPUT,,,CSS,,,
0554,,,BIT4,VDG CONTROL OUTPUT,,,GM0 & UPPER/LOWER CASE*,,,
0555,,,BIT5,VDG CONTROL OUTPUT,,,GM1 & INVERT,,,
0556,,,BIT6,VDG CONTROL OUTPUT,,,GM2,,,
0557,,,BIT7,VDG CONTROL OUTPUT,,,A*/G,,,
0558,,,,,,,,,,
0559,FF23,,BIT0,CONTROL OF CARTRIDGE,,,0 = FIRQ* TO CPU DISABLED,,,
0560,,,,INTERRUPT,,,1 = FIRQ* TO CPU ENABLED,,,
0561,,,BIT1,CONTROL OF INTERRUPT,,,0 = FLAG SET ON FALLING EDGE OF CART*,,,
0562,,,,POLARITY,,,1 = FLAG SET ON RISING EDGE OF CART*,,,
0563,,,BIT2,NORMALLY 1,,,0 = CHANGES FF22 TO DATA DIRECTION,,,
0564,,,BIT3,SOUND ENABLE,,,,,,
0565,,,BIT4,ALWAYS 1,,,,,,
0566,,,BIT5,ALWAYS 1,,,,,,
0567,,,BIT6,NOT USED,,,,,,
0568,,,BIT7,CARTRIDGE INTERRUPT FLAG,,,,,,
0569,,,,,,,,,,
0570,FF24,,,RMB,28.0,PIA1 IMAGES,,,,
0571,FF40,,PIA2,,,,,,,
0572,FF40,,DSKREG,RMB,1,DISK CONTROL REGISTER,,,,
0573,,,,,,,,,,
0574,FF40,,BIT0,DRIVE SELECT 0,,,,,,
0575,,,BIT1,DRIVE SELECT 1,,,,,,
0576,,,BIT2,DRIVE SELECT 2,,,,,,
0577,,,BIT3,DRIVE MOTOR ENABLE,,,0 = MOTORS OFF,,,1 = MOTORS ON
0578,,,BIT4,WRITE PRECOMPENSATION,,,0 = NO PRECOMP,,,1 = PRECOMP
0579,,,BIT5,DENSITY FLAG,,,0 = SINGLE,,,1 = DOUBLE
0580,,,BIT6,DRIVE SELECT 3,,,,,,
0581,,,BIT7,HALT FLAG,,,0 = DISABLED,,,1 = ENABLED
0582,,,,,,,,,,
0583,FF41,,,RMB,7.0,DSKREG IMAGES,,,,
0584,,,,,,,,,,
0585,,,* FLOPPY DISK CONTROLLER INTERNAL REGISTERS,,,,,,,
0586,FF48,,FDCREG,RMB,1.0,STATUS/COMMAND REGISTER,,,,
0587,,,,,,,,,,
0588,,,COMMANDS,TYPE,COMMAND,,CODE,,,
0589,,,,I,RESTORE,,$03,,,
0590,,,,I,SEEK,,$17,,,
0591,,,,I,STEP,,$23,,,
0592,,,,I,STEP IN,,$43,,,
0593,,,,I,STEP OUT,,$53,,,
0594,,,,II,READ SECTOR,,$80,,,
0595,,,,II,WRITE SECTOR,,$A0,,,
0596,,,,III,READ ADDRESS,,$C0,,,
0597,,,,III,READ TRACK,,$E4,,,
0598,,,,III,WRITE TRACK,,$F4,,,
0599,,,,IV,FORCE INTERRUPT,,$D0,,,
0600,,,,,,,,,,
0601,,,STATUS,BIT,TYPE I,READ ADDRESS/SECTOR/TRACK,,,,WRITE SECTOR/TRACK
0602,,,,S0,BUSY,BUSY,,,,BUSY
0603,,,,S1,INDEX,DRQ,,,,DRQ
0604,,,,S2,TRACK 0,LOST DATA,,,,LOST DATA
0605,,,,S3,CRC ERROR,CRC ERROR (EXCEPT TRACK),,,,CRC ERROR (EXCEPT TRACK)
0606,,,,S4,SEEK ERROR,RNF (EXCEPT TRACK),,,,RNF (EXCEPT TRACK)
0607,,,,S5,HEAD LOADED,RECORD TYPE (SECTOR ONLY),,,,WRITE FAULT
0608,,,,S6,WRITE PROTECT,,,,,WRITE PROTECT
0609,,,,S7,NOT READY,NOT READY,,,,NOT READY
0610,,,,,,,,,,
0611,FF49,,,RMB,1.0,TRACK REGISTER,,,,
0612,FF4A,,,RMB,1.0,SECTOR REGISTER,,,,
0613,FF4B,,,RMB,1.0,DATA REGISTER,,,,
0614,FF4C,,,RMB,4.0,FDCREG IMAGES,,,,
0615,,,,,,,,,,
0616,FF50,,,RMB,16.0,UNUSED SPACE,,,,
0617,FF60,,,RMB,1,X COORDINATE FOR X-PAD,,,,
0618,FF61,,,RMB,1,Y COORDINATE FOR X-PAD,,,,
0619,FF62,,,RMB,1,STATUS REGISTER FOR X-PAD,,,,
0620,FF63,,,RMB,5,UNUSED,,,,
0621,,,* RS-232 PROGRAM PAK,,,,,,,
0622,FF68,,,RMB,1,READ/WRITE DATA REGISTER,,,,
0623,FF69,,,RMB,1,STATUS REGISTER,,,,
0624,FF6A,,,RMB,1,COMMAND REGISTER,,,,
0625,FF6B,,,RMB,1,CONTROL REGISTER,,,,
0626,FF6C,,,RMB,4.0,,,,,
0627,FF70,,,RMB,13.0,,,,,
0628,FF7D,,,RMB,1,SOUND/SPEECH CARTRIDGE RESET,,,,
0629,FF7E,,,RMB,1,SOUND/SPEECH CARTRIDGE READ/WRITE,,,,
0630,FF7F,,,RMB,1,MULTI-PAK PROGRAMMING REGISTER,,,,
0631,,,,,,,,,,
0632,FF80,,,RMB,64.0,RESERVED FOR FUTURE EXPANSION,,,,
0633,,,,,,,,,,
0634,,,,,,,,,,
0635,FFC0,,SAMREG,EQU,*,SAM CONTROL REGISTERS,,,,
0636,,,,,,,,,,
0637,FFC0,,V0CLR,RMB,1.0,CLEAR COCO GRAPHICS MODE V0,,,,
0638,FFC1,,V0SET,RMB,1.0,SET COCO GRAPHICS MODE V0,,,,
0639,FFC2,,V1CLR,RMB,1.0,CLEAR COCO GRAPHICS MODE V1,,,,
0640,FFC3,,V1SET,RMB,1.0,SET COCO GRAPHICS MODE V1,,,,
0641,FFC4,,V2CLR,RMB,1.0,CLEAR COCO GRAPHICS MODE V2,,,,
0642,FFC5,,V2SET,RMB,1.0,SET COCO GRAPHICS MODE V2,,,,
0643,FFC6,,F0CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F0,,,,
0644,FFC7,,F0SET,RMB,1.0,SET COCO GRAPHICS OFFSET F0,,,,
0645,FFC8,,F1CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F1,,,,
0646,FFC9,,F1SET,RMB,1.0,SET COCO GRAPHICS OFFSET F1,,,,
0647,FFCA,,F2CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F2,,,,
0648,FFCB,,F2SET,RMB,1.0,SET COCO GRAPHICS OFFSET F2,,,,
0649,FFCC,,F3CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F3,,,,
0650,FFCD,,F3SET,RMB,1.0,SET COCO GRAPHICS OFFSET F3,,,,
0651,FFCE,,F4CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F4,,,,
0652,FFCF,,F4SET,RMB,1.0,SET COCO GRAPHICS OFFSET F4,,,,
0653,FFD0,,F5CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F5,,,,
0654,FFD1,,F5SET,RMB,1.0,SET COCO GRAPHICS OFFSET F5,,,,
0655,FFD2,,F6CLR,RMB,1.0,CLEAR COCO GRAPHICS OFFSET F6,,,,
0656,FFD3,,F6SET,RMB,1.0,SET COCO GRAPHICS OFFSET F6,,,,
0657,FFD4,,,RMB,4.0,RESERVED,,,,
0658,FFD8,,R1CLR,RMB,1.0,"CLEAR CPU RATE, (0.89 MHz)",,,,
0659,FFD9,,R1SET,RMB,1.0,"SET CPU RATE, (1.78 MHz)",,,,
0660,FFDA,,,RMB,4.0,RESERVED,,,,
0661,FFDE,,ROMCLR,RMB,1.0,ROM DISABLED,,,,
0662,FFDF,,ROMSET,RMB,1.0,ROM ENABLED,,,,
0663,,,,,,,,,,
0664,FFE0,,,RMB,18.0,RESERVED FOR FUTURE MPU ENHANCEMENTS,,,,
0665,,,*,INTERRUPT VECTORS,,,,,,
0666,FFF2,,SWI3,RMB,2.0,,,,,
0667,FFF4,,SWI2,RMB,2.0,,,,,
0668,FFF6,,FIRQ,RMB,2.0,,,,,
0669,FFF8,,IRQ,RMB,2.0,,,,,
0670,FFFA,,SWI,RMB,2.0,,,,,
0671,FFFC,,NMI,RMB,2.0,,,,,
0672,FFFE,,RESETV,RMB,2.0,,,,,
